Year,Country,Country Code,"Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Gross capital formation (% of GDP),Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Primary completion rate, total (% of relevant age group)","School enrollment, preprimary (% gross)",Income share held by lowest 20%,GDP growth (annual %),Imports of goods and services (% of GDP),High-technology exports (% of manufactured exports),Domestic credit provided by financial sector (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Mobile cellular subscriptions (per 100 people),Energy use (kg of oil equivalent per capita)
2011,Pakistan,PAK,64.659,389.2590515,14.63162752,13.48255486,36.3,52.20602942,91.67411804,9.7,2.680116854,18.88008341,1.814605631,..,0.575055146,53.4462,422.8067831
2011,Palau,PLW,68.638,..,33.23925362,58.68894812,..,..,..,..,5.118280225,86.02446073,..,..,4.186636371,85.4353,..
2011,Panama,PAN,76.659,1842.694135,37.61851784,77.7456721,27.6,99.3665725,63.36124039,3.4,11.90887722,80.46272324,1.44990604,78.80443532,12.31683544,182.359,1037.631565
2011,Papua New Guinea,PNG,63.382,..,..,..,..,..,..,..,1.107543626,..,23.1034018,21.77785324,0.202496659,30.5369,..
2011,Paraguay,PRY,72.787,1388.223421,24.66157001,40.23885967,37,96.0608893,37.84225845,3.5,4.286371207,38.25326418,10.00737658,..,1.855172093,112.287,846.3780699
2011,Peru,PER,73.327,1260.98456,24.2008756,30.50275976,27.8,102.0343704,76.61785126,4.4,6.327192402,25.48552053,6.542289853,19.06273899,4.472626582,110.774,688.0598342
2011,Philippines,PHL,69.096,625.9223158,20.73993657,29.10542888,..,..,..,..,3.858232828,31.69040782,..,..,0.856963003,95.8688,428.3297866
2011,Poland,POL,76.69512195,3879.542094,22.34504631,42.31819097,17.1,96.99128723,72.65590668,7.3,5.255462566,44.60549831,6.618920414,..,3.571289577,131.28,2652.990806
2011,Portugal,PRT,80.47073171,4848.184618,18.6613799,34.41151309,17.9,..,90.690979,6.8,-1.713527451,38.59606258,4.123989792,..,4.236487564,116.837,2164.032199
2011,Puerto Rico (US),PRI,78.766,..,10.06968492,64.05272656,..,..,108.5645218,..,-0.358510637,44.50567355,..,..,..,84.3816,..
2011,Qatar,QAT,79.994,17734.91609,29.03183655,72.61970914,..,97.80079455,55.4416008,..,13.37517641,26.10192955,0.005507629,..,0.559389051,127.128,16473.42697
2011,Romania,ROU,74.4097561,2639.033434,27.8097014,35.23660885,22.9,98.31755829,80.69496918,5.6,4.495589099,41.03474759,11.63583984,..,1.230426891,115.472,1771.703586
2011,Rwanda,RWA,63.476,31.68228288,20.90139699,12.65887058,..,..,12.55016041,..,7.958388698,27.0572319,13.72548547,..,1.62859756,42.0494,350.4441629
2011,Samoa,WSM,71.393,..,37.14933031,28.39342206,..,101.1192444,38.67153168,..,3.849077947,53.20753296,1.030058402,61.68336289,2.041600295,..,..
2011,San Marino,SMR,83.713,..,..,..,..,..,..,..,-8.314773571,..,..,..,..,110.246,..
2011,Sao Tome and Principe,STP,64.122,..,..,..,..,108.7931824,48.90140915,..,1.999432103,..,2.001836969,..,14.19811811,61.9653,..
2011,Senegal,SEN,64.799,224.7876498,21.00034001,21.30354889,46.7,60.69057641,13.52118969,6.1,1.33409108,36.27332971,0.896792231,..,1.901069964,72.1733,317.4911824
2011,Serbia,SRB,74.53658537,4488.069471,18.1499404,31.72357684,..,104.1276474,55.63594818,..,0.054272479,44.02578447,..,..,9.620344097,141.043,2241.326782
2011,Seychelles,SYC,72.72439024,..,34.81624936,97.96075688,..,114.6517214,103.1482086,..,9.509783352,112.1146259,..,..,13.52706909,130.477,..
2011,Sierra Leone,SLE,52.594,..,46.54541573,9.593641779,62.4,67.883131,6.262509823,7.9,8.100655187,34.18715515,..,..,19.55058751,33.4573,..
2011,Singapore,SGP,81.74390244,8651.755275,26.69199435,203.3277086,..,..,..,..,6.214934169,175.7709227,47.7371557,..,17.59603141,150.404,4086.326071
2011,Sint Maarten (Dutch part),SXM,74.868,..,..,..,..,..,..,..,4.600003414,..,..,..,-5.179040344,..,..
2011,Slovak Republic,SVK,75.95853659,5347.526223,26.53339231,84.63305212,13.2,98.52536011,90.23371124,8.7,2.562424732,84.54502419,7.524663276,..,5.447657476,110.836,3339.087389
2011,Slovenia,SVN,79.97073171,6753.073664,21.869005,70.78294609,13.5,97.33177948,91.78852844,9.7,0.655438128,69.54940966,6.214541578,..,1.710859603,105.845,3580.693649
2011,Solomon Islands,SLB,68.824,..,15.01937389,50.15191586,..,85.59910122,100.8911667,..,7.429949617,57.09576235,..,11.78111971,11.28426694,49.7105,..
2011,"Somalia, Fed. Rep.",SOM,32.453,..,..,..,..,..,..,..,6.694351926,..,..,..,3.509979236,14.5763,..
2011,South Africa,ZAF,60.602,4480.89596,18.85323766,27.69814847,..,..,18.66628075,..,3.168556279,26.93820197,6.207707226,144.1364062,0.903381424,120.766,2536.414176
2011,South Sudan,SSD,57.674,..,9.488777068,66.07612038,..,28.66412926,6.100090027,..,-4.640316736,27.15073938,..,..,..,17.4959,..
2011,Sri Lanka,LKA,74.74,487.5518396,..,..,..,98.42598851,60.43593979,..,8.669483012,..,1.035499503,..,1.41088364,87.1979,472.0040702
2011,St. Kitts and Nevis,KNA,71.4,..,..,..,..,109.5121994,126.9257965,..,1.616607304,..,0.116633026,..,10.58626432,164.228,..
2011,St. Lucia,LCA,72.962,..,..,..,..,95.01164246,74.3161087,..,4.326942805,..,..,..,6.195333484,126.035,..
2011,St. Martin (French part),MAF,79.016,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2011,St. Vincent and the Grenadines,VCT,70.609,..,..,..,..,88.72403717,..,..,-0.606276651,..,0.026135304,..,11.85760763,120.54,..
2011,Sudan,SDN,63.181,194.1849332,23.26243402,12.47870603,..,..,35.63156128,..,-3.213532093,15.033633,..,..,3.15234853,69.3293,467.4243451
2011,Suriname,SUR,69.82,3190.902243,..,..,..,77.81485748,75.52081299,..,5.849367672,..,6.935176293,..,3.285383833,95.9108,1676.952219
2011,Sweden,SWE,81.80243902,14030.26898,23.23695927,45.41335849,15.2,97.79181671,94.92591095,8.5,3.163910497,40.97696659,18.69816207,..,1.223286221,121.219,5281.400963
2011,Syrian Arab Republic,SYR,72.259,1425.817828,..,19.36932782,..,104.2485809,10.37020969,..,2.850002844,31.32676652,..,..,1.190656572,56.4601,904.1350644
2011,Tajikistan,TJK,68.698,1781.774196,29.20944029,16.44768565,..,104.4629211,9.068309784,..,7.4000006,63.33655902,..,13.79975792,2.236534132,80.8201,278.854523
2011,Tanzania,TZA,61.618,88.11765758,34.7360333,21.63428233,28.2,81.22055659,35.82704163,7.4,7.672155435,34.53184186,5.693519313,..,3.547208497,55.761,432.7482231
2011,Thailand,THA,75.302,2229.969947,26.79145825,70.85490938,13.2,..,..,7.2,0.840132083,68.82049784,22.6972119,148.2079225,0.667087645,112.233,1704.823341
2011,Timor-Leste,TLS,64.022,..,70.33493181,6.405792191,..,81.41952361,..,..,5.958539712,134.3605574,..,..,4.705663346,55.3186,..
2011,Togo,TGO,57.612,128.6782832,19.9043687,30.62852685,58.7,69.74152371,9.122989655,4.8,5.823252237,46.02674741,0.195578045,..,13.43879485,38.9698,453.3651618
2011,Tonga,TON,71.437,..,35.25383233,16.25291884,..,..,..,..,6.703697462,62.60494605,0.089759048,..,1.845144472,51.1295,..
2011,Trinidad and Tobago,TTO,72.232,6422.347873,21.89283139,..,..,..,..,..,-0.294354409,..,0.122741211,..,0.161394418,130.912,14838.98829
2011,Tunisia,TUN,74.471,1305.43398,25.03724257,46.05465377,..,..,..,..,-2.046633895,54.05172553,8.302148074,79.17210453,0.899077535,113.794,902.9030411
2011,Turkmenistan,TKM,68.87,2196.389953,51.93184421,59.79715537,..,..,..,..,14.69999993,51.26567845,..,..,11.60000114,93.2538,4315.102952
2011,Turks and Caicos Islands,TCA,76.87,..,..,..,..,..,..,..,4.62049893,..,2.100620439,..,..,..,..
2011,Tuvalu,TUV,64.96,..,..,..,..,..,86.08924103,..,6.818181818,..,..,..,-0.303818658,19.7588,..
2011,Uganda,UGA,60.791,56.27419329,26.75498053,12.85572394,..,54.36077118,5.949234486,..,9.391655493,26.89950162,22.55603535,13.52720071,3.208606034,50.0591,429.2711411
2011,Ukraine,UKR,70.711,3614.872838,20.44400368,49.40615693,..,101.3077443,100.3824387,10.2,5.44528081,55.39891697,4.514226676,84.09235273,4.256089748,121.942,2732.88427
2011,United Arab Emirates,ARE,81.898,13085.7207,25.32644583,87.53860245,..,..,85.10507202,..,6.216121817,59.85405957,..,..,1.982108342,162.894,8558.245294
2011,Uruguay,URY,76.614,2860.084315,20.88231101,26.42214942,..,100.7661451,89.13256073,5.4,5.162133025,26.82488459,6.697487236,27.73900193,5.343594808,143.002,1327.778788
2011,Uzbekistan,UZB,70.143,1500.770421,26.70795768,23.68706048,16,95.01172218,24.95192909,..,7.525139894,25.96722802,..,..,2.683751116,88.2685,1603.222395
2011,Vanuatu,VUT,69.729,..,28.72505624,45.6062695,..,..,90.81018066,..,3.1398029,51.39249692,..,..,7.935784736,56.2508,..
2011,"Venezuela, RB",VEN,73.09,3198.229295,23.07239708,29.94301461,27.4,92.9394989,74.24521637,..,4.176425359,19.69510699,..,..,1.85002511,98.6184,2309.222446
2011,Viet Nam,VNM,73.713,1107.83167,32.37114344,61.18015572,..,96.4903183,74.55040741,..,6.413168897,64.08042222,18.81479808,..,4.304874349,143.914,663.5744401
2011,Virgin Islands (U.S.),VIR,78.31707317,..,..,340.3031021,..,..,..,..,-8.204245554,338.9296709,..,..,..,..,..
2011,West Bank and Gaza,PSE,73.557,..,16.66174985,16.08603535,25.8,93.93358696,41.45285034,7.7,9.600808489,51.16349756,0.208594528,..,2.135156047,70.093,..
2011,"Yemen, Rep.",YEM,67.412,167.3500793,..,30.34042417,..,..,1.44983995,..,-12.7148969,32.71903379,0.665766118,..,-1.582339168,42.3016,240.1924286
2011,Zambia,ZMB,57.843,613.4592842,32.88921125,40.47122267,..,88.31772516,2.536570072,..,5.569252193,32.32420977,1.595564799,21.08507317,4.725161569,56.5499,646.0791731
2011,Zimbabwe,ZWE,53.911,603.5118875,17.39846906,34.80048196,22.5,..,..,5.8,14.19391573,54.66546176,2.775200482,..,2.441532108,67.6698,444.8069627
2011,Africa Eastern and Southern,AFE,59.20000403,636.8649023,22.36201837,31.43562032,..,66.61508179,19.97979927,..,4.058923272,32.13210704,..,..,1.884805442,48.01599351,635.0468101
2011,Africa Western and Central,AFW,54.96397349,156.8310157,..,..,..,64.30037689,29.07542038,..,4.946666245,..,..,..,3.544789167,58.24987248,359.0643928
2011,Arab World,ARB,69.36333769,2269.209067,24.54507097,52.91426853,..,81.61251068,23.2303009,..,3.786213062,35.31656524,..,..,1.320841794,94.47518486,1756.145849
2011,Caribbean small states,CSS,71.26609329,..,..,..,..,92.04711914,82.50544739,..,0.854392352,..,0.001836215,..,3.771495782,95.98185374,..
2011,Central Europe and the Baltics,CEB,75.88847488,4096.087741,23.83314221,56.41993611,..,98.08920288,80.30953217,..,3.60118569,56.98748398,12.95583515,..,3.439483058,124.7957256,2658.754359
2011,Early-demographic dividend,EAR,68.26003807,1035.543875,28.5485685,29.02794229,..,87.66542816,43.02819824,..,4.978264999,28.52689811,7.698854668,..,1.862082213,76.45960682,822.2203151
2011,East Asia & Pacific,EAS,74.82528306,3274.479186,33.72236241,32.42805091,..,98.87233734,59.2508316,..,5.458254619,30.58594434,27.4795663,..,2.817493675,83.52001851,1914.396048
2011,East Asia & Pacific (excluding high income),EAP,73.98574532,2564.704291,42.59758157,30.44379555,..,99.05232239,57.28916168,..,8.584803144,28.04015882,29.1086174,..,3.453295407,80.17551983,1631.363206
2011,East Asia & Pacific (IDA & IBRD countries),TEA,74.0266932,2588.612477,42.59756357,30.44203787,..,99.07936859,57.23311996,..,8.584744969,28.02252817,29.1086174,..,3.453310347,81.1327438,1645.09207
2011,Euro area,EMU,81.18263418,6619.421303,21.32921645,41.16155483,..,98.40763092,100.1715927,..,1.778222735,39.45095319,16.09816841,..,6.118929822,120.3965253,3487.543019
2011,Europe & Central Asia,ECS,76.47941212,5481.803758,21.84553656,40.05054004,..,97.84599304,72.20217133,..,2.376611886,37.92246606,16.29495998,..,4.696691353,120.4439395,3270.032526
2011,Europe & Central Asia (excluding high income),ECA,72.15095022,2856.952725,27.82628309,33.94879559,..,99.84979248,52.61772156,..,8.430007764,36.70729245,7.014913265,65.39225848,3.934126023,104.6044143,2056.257939
2011,Europe & Central Asia (IDA & IBRD countries),TEC,71.9266644,4143.599096,25.34222216,32.66927272,..,97.25276184,55.30498123,..,5.89851175,30.47597916,7.797793484,..,3.172882128,120.0287105,3051.841939
2011,European Union,EUU,80.14395052,6255.899251,21.53376671,42.45119,..,98.35884857,94.01931,..,1.961200975,40.71118571,16.00229837,..,5.691812081,121.5051647,3352.954448
2011,Fragile and conflict affected situations,FCS,59.62763559,633.2580467,..,..,..,66.63210297,19.77471924,..,0.063872136,28.69189093,..,..,2.607959117,48.93057762,658.7535799
2011,Heavily indebted poor countries (HIPC),HPC,59.23007473,161.4605209,24.19379257,27.28097554,..,63.56428909,17.5425396,..,4.576659077,35.93436082,..,..,4.975440864,44.5982205,372.2982096
2011,High income,HIC,78.92115369,8826.032169,21.67060907,31.64714945,..,98.2611618,78.88318634,..,2.047510047,30.58667429,18.3534421,..,3.232741749,..,4793.131782
2011,IBRD only,IBD,71.82703339,2148.873997,32.9081642,28.29974573,..,95.79659271,53.34717941,..,6.368346741,26.90650154,18.09411854,..,3.084562045,87.56997336,1458.832735
2011,IDA & IBRD total,IBT,69.23488411,1722.351217,32.4473282,27.88869888,..,86.43226624,45.40964127,..,6.195317001,27.02006341,17.70491089,..,3.069902393,78.56724703,1215.895797
2011,IDA blend,IDB,59.36440613,342.0963143,..,..,..,65.70684814,60.77048111,..,4.197790039,19.6045432,..,..,1.788368448,59.01592606,478.9547752
2011,IDA only,IDX,62.43375212,247.381855,23.82370188,25.86147895,..,67.88165283,18.30561066,..,4.243241119,35.74202275,..,..,3.946227294,46.38823062,345.1597896
2011,IDA total,IDA,61.34857432,283.7141807,22.3922445,23.58164752,..,67.41425323,28.60467911,..,4.220522928,27.86238076,..,..,2.87415537,50.63396261,396.4833472
2011,Late-demographic dividend,LTE,74.99999629,3251.091947,34.03036847,32.23199872,..,99.05455017,64.1990509,..,7.160762083,28.13922665,21.62894696,..,4.010231255,91.05660568,2097.723045
2011,Latin America & Caribbean,LCN,73.9248923,2085.306182,22.18155181,22.26706496,..,99.16970825,76.33811188,..,4.4029471,22.14930352,12.53472312,..,4.073792805,105.94968,1361.483203
2011,Latin America & Caribbean (excluding high income),LAC,73.6885627,1961.41861,22.04687126,19.2763803,..,99.70467377,75.57351685,..,4.426453832,20.11966229,13.29151963,..,3.21865966,104.9205644,1258.267772
2011,Latin America & the Caribbean (IDA & IBRD countries),TLA,73.81125724,2098.83517,22.52547531,21.25174826,..,99.27822876,75.80158234,..,4.576518645,21.39120999,12.58839703,..,3.54428333,107.9267139,1365.765751
2011,Least developed countries: UN classification,LDC,61.5004569,161.5669676,25.5937005,29.39502431,..,65.23551941,17.30018044,..,3.32274316,34.1280071,..,..,2.993432896,41.79152227,322.2284379
2011,Low & middle income,LMY,69.24346337,1581.150288,33.72766117,27.08800179,..,86.34783173,44.96261978,..,6.361383746,26.87252184,19.59938235,..,3.018456868,75.54085476,1102.178264
2011,Low income,LIC,59.86511463,266.2564981,19.26794415,24.42181715,..,60.25466919,11.94769955,..,-0.170234733,33.1506972,..,..,4.585826736,..,378.0802716
2011,Lower middle income,LMC,65.99150652,600.1438715,31.69738465,27.29996506,..,83.77796936,45.79745865,..,4.757949918,32.22188933,7.937890247,..,1.998916112,..,510.9942206
2011,"Middle East, North Africa, Afghanistan & Pakistan",MEA,69.39403007,1858.325621,25.84746476,44.77168256,..,74.05101013,27.06863022,..,3.794015085,31.42505532,3.352907332,..,1.467079531,95.41791911,1516.809204
2011,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,68.66240951,1129.513077,26.80226929,27.84512814,..,..,24.99299049,..,-0.375513504,26.15876885,2.836055538,..,0.969202134,85.20552621,968.7091689
2011,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,68.62996358,1129.513077,26.86729467,27.91490758,..,..,24.71141052,..,-0.443113124,26.0141462,2.848649536,..,0.962139569,85.3937366,968.7091689
2011,Middle income,MIC,70.04176253,1665.216913,33.9503411,27.16086878,..,90.09429169,51.34252167,..,6.479921963,26.77895314,19.66256096,..,2.993196019,79.7622794,1148.472858
2011,North America,NAC,78.92343235,13569.51264,19.55868796,15.34161415,..,99.20179749,64.62724304,..,1.686211321,18.78010861,19.40485441,219.286221,1.733266443,93.12000877,7079.737534
2011,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2011,OECD members,OED,79.26859387,7983.923674,21.62042494,27.76144671,..,99.74417114,78.16549683,..,1.895796084,28.36514159,18.19418762,..,2.820913852,105.3276543,4130.182869
2011,Other small states,OSS,69.93734369,..,23.58764524,67.60901052,..,81.13661957,36.19786835,..,3.382919222,64.60325537,24.16907939,..,43.10632498,96.8439408,..
2011,Pacific island small states,PSS,68.02228102,..,23.97268926,48.38721748,..,93.17085266,59.40132141,..,3.843868607,64.09857938,3.944717659,88.54041529,5.755449313,60.61189821,..
2011,Post-demographic dividend,PST,79.94438247,9164.114049,21.36401032,29.33388233,..,98.44435883,82.58306885,..,1.680874403,29.68134966,19.74730599,..,3.059233233,108.6103533,4695.276475
2011,Pre-demographic dividend,PRE,57.31185332,209.7172449,..,30.95567291,..,65.23435974,22.7195797,..,4.355226999,26.26212856,..,..,2.7042072,50.84850104,417.4054461
2011,Small states,SST,70.00143757,..,23.57451204,66.90202109,..,83.99893951,44.25254822,..,2.565225285,61.99715437,22.13825633,..,30.00217692,92.31529955,..
2011,South Asia,SAS,67.81083948,621.209238,38.88516636,24.26276817,..,90.45600128,45.22079086,..,5.451094032,31.24079896,7.418683216,..,1.919502091,67.28075731,506.2104473
2011,South Asia (IDA & IBRD),TSA,67.81083948,621.209238,38.88516636,24.26276817,..,90.45600128,45.22079086,..,5.451094032,31.24079896,7.418683216,..,1.919502091,67.28075731,506.2104473
2011,Sub-Saharan Africa,SSF,57.47344184,446.453903,23.91474379,29.49046426,..,65.67691803,22.97525978,..,4.4549147,28.0047308,..,..,2.592301501,52.16341512,525.5751888
2011,Sub-Saharan Africa (excluding high income),SSA,57.1199263,497.607352,23.84526093,29.68933844,..,65.6745224,22.97191048,..,4.249783741,27.9864105,..,..,2.597582325,52.15482762,545.3639199
2011,Sub-Saharan Africa (IDA & IBRD countries),TSS,57.47344184,446.453903,23.91474379,29.49046426,..,65.67691803,22.97525978,..,4.4549147,28.0047308,..,..,2.592301501,52.16341512,525.5751888
2011,Upper middle income,UMC,74.09055397,2717.740615,34.41115471,27.20071989,..,99.37993622,60.39651871,..,6.919915102,25.45502288,21.73268196,..,3.234222471,..,1778.440333
2011,World,WLD,70.96801349,2954.165677,25.23551992,30.28772439,..,87.7716217,49.00104141,..,3.347310983,29.4431855,18.67271361,..,3.162406683,84.2,1803.960218
2012,Argentina,ARG,75.802,2917.622836,16.50198653,16.23785946,..,103.6638438,70.58965302,5,-1.026420454,14.28868291,6.636366956,30.60122159,2.8066719,152.574,1897.609839
2012,Australia,AUS,82.04634146,10486.56683,27.71609701,21.4931587,..,..,107.5955963,..,3.916709425,21.6711378,17.28555533,..,3.720199337,106.5,5533.722338
2012,Brazil,BRA,74.335,2530.977463,21.41722537,11.87753907,..,..,86.04180145,3.4,1.921175986,13.23673454,11.88722129,..,3.754962856,126.132,1433.153064
2012,China,CHN,76.2,3466.020278,45.81692117,25.07670433,10.2,..,68.35070038,5.3,7.856174271,22.40350875,30.86180852,..,2.780991382,81.2076,2085.218721
2012,France,FRA,81.96829268,7473.827235,21.82956488,30.35567865,..,..,104.9622421,7.9,0.183835265,31.30327842,26.69063196,..,1.227900715,97.1925,3929.206016
2012,Germany,DEU,80.53902439,7251.526665,19.50410301,42.66881637,..,101.7858124,..,8.3,0.474291321,36.63167142,17.22728619,..,1.818926354,114.192,3913.439204
2012,India,IND,68.076,709.2923168,38.34741567,24.53443066,..,..,..,..,5.456387552,31.25929107,7.704394279,..,1.31293453,67.6264,572.1330855
2012,Indonesia,IDN,68.862,749.7313251,35.07159361,24.59437879,12,108.0121219,50.00978851,7.7,6.030050653,24.98851951,10.87175716,40.76803287,2.309780319,111.581,680.5465364
2012,Italy,ITA,82.23902439,5339.314535,17.96980645,27.98518708,19.3,99.07630157,99.68417358,6.3,-3.125238773,26.89930819,7.595011402,..,0.001663594,160.559,2680.462085
2012,Japan,JPN,83.09609756,8271.262801,24.00492972,14.41477461,..,..,..,7.2,1.374750999,16.0561363,18.23824796,327.8859051,0.008720202,110.319,3536.702535
2012,"Korea, Rep.",KOR,80.8195122,10320.08998,31.31664675,54.09405134,..,102.0716019,..,7.4,2.402530992,51.3642764,28.22207576,..,0.743001114,108.115,5122.942133
2012,Mexico,MEX,74.128,2261.959026,24.37773906,31.5394504,..,106.4912872,104.5255508,4.4,3.553210755,32.7184815,21.35332369,43.67080307,1.452589151,86.2256,1652.16322
2012,Netherlands,NLD,81.10487805,6872.769989,18.58265779,79.57559037,..,..,90.46784973,9.1,-0.977876878,69.81763269,25.48329427,..,30.90423849,116.564,4599.205919
2012,Russian Federation,RUS,70.07219512,6608.977987,24.55369335,26.90732034,10.7,95.74652791,75.80693054,6.3,4.024086157,20.24407005,9.081489796,..,2.290798699,144.198,5056.083234
2012,Saudi Arabia,SAU,76.09,10145.646,26.45783867,53.11984764,..,128.2953241,14.30160999,..,5.761507324,28.6208309,0.661180453,..,0.669626014,195.843,7862.423541
2012,Spain,ESP,82.42682927,5573.379802,18.59446853,31.29973628,20.4,96.81300354,..,6.1,-2.865113686,29.25429841,7.250806634,..,1.446317,107.756,2677.180386
2012,Switzerland,CHE,82.69756098,7886.094306,26.660229,67.77737305,14.5,96.83693695,99.41808319,8.1,1.179253853,58.67648741,26.0587679,..,5.819102216,132.031,3175.970902
2012,Turkiye,TUR,75.552,2749.713681,28.07285973,24.36087552,15,..,30.23752022,5.8,4.788492711,28.46992714,2.154852626,66.64259642,1.560832223,90.0041,1567.316061
2012,United Kingdom,GBR,80.90487805,5456.247744,16.06019671,30.61856843,..,..,83.96948242,7.7,1.508998347,31.6074143,23.46019672,..,1.726975994,122.465,3028.772233
2012,United States,USA,78.74146341,12945.15704,19.95072588,13.64405127,..,..,..,5.3,2.289113386,17.03778831,20.1742507,221.1351476,1.540208331,96.1284,6820.460621
2012,Afghanistan,AFG,61.735,..,..,..,..,..,..,..,12.75228709,..,..,..,0.285440894,50.1967,..
2012,Albania,ALB,78.084,2118.327776,29.71502789,29.11077094,14.3,117.0084652,77.32688141,8.9,0.98412988,47.85758738,0.922637019,70.59563822,7.495975133,120.275,689.8727501
2012,Algeria,DZA,74.609,1229.341655,40.2823787,34.382792,..,99.15023676,..,..,2.4,26.37484733,0.343094841,..,0.660551954,99.6853,1258.837185
2012,American Samoa,ASM,72.709,..,..,75.46875,..,..,..,..,-4.334828102,100.9375,..,..,..,..,..
2012,Andorra,AND,84.334,..,..,..,..,..,..,..,-4.974443719,..,20.64765735,..,..,83.1208,..
2012,Angola,AGO,58.916,271.7119969,26.66757737,55.94013063,..,..,..,..,8.542107076,35.85996671,..,..,-1.143767779,50.7801,531.2433226
2012,Antigua and Barbuda,ATG,77.1,..,..,..,..,..,95.86411285,..,3.373142739,..,..,..,9.147097587,145.979,..
2012,Armenia,ARM,74.1195122,1804.503819,24.68095275,27.56181148,..,94.3986578,..,9,7.200000001,48.39986448,2.850901735,41.38846195,4.676727598,113.697,982.4424153
2012,Aruba,ABW,74.841,..,23.52250683,73.1035458,..,..,106.5233536,..,-1.040799884,83.5416514,11.2591843,..,-12.03318022,132.661,..
2012,Austria,AUT,80.93658537,8526.936743,24.25588272,54.32549244,14.4,96.49848175,103.5978622,7.8,0.628246239,51.51529895,14.5446789,..,1.283002792,161.156,3899.164842
2012,Azerbaijan,AZE,71.08,2052.650965,22.3167232,52.97468019,6,91.991187,24.8493309,..,2.202939023,25.28838935,8.55945903,..,7.596518679,107.989,1497.294867
2012,"Bahamas, The",BHS,73.707,..,31.3421141,38.12730868,..,104.3069128,40.19623184,..,4.520124103,46.12421178,0,79.84123727,4.908128428,79.9001,..
2012,Bahrain,BHR,79.622,19192.46562,28.31788186,98.26563623,..,100.1012966,50.98250961,..,3.80302899,80.55838459,0.386615907,..,4.832654365,174.62,9996.521962
2012,Bangladesh,BGD,68.989,276.6942159,28.26233501,20.16158886,..,..,..,..,6.521458779,27.94933388,0.463362848,..,1.188503919,62.6684,208.0405396
2012,Barbados,BRB,75.737,..,..,..,..,..,89.65000153,..,-0.313311151,..,..,..,10.01745152,126.128,..
2012,Belarus,BLR,71.96585366,3704.309041,35.09427306,78.77690728,6.3,101.5486222,102.7428131,9.5,1.70785257,74.30836203,2.837467803,31.02887994,2.228180192,112.822,3219.426534
2012,Belgium,BEL,80.38536585,8001.579554,23.58823607,80.04897213,..,..,120.0851212,8.7,0.215803612,80.33432929,8.942000799,..,2.36956901,110.856,4822.688802
2012,Belize,BLZ,71.134,..,12.49083482,59.57368807,..,107.9474423,46.48246002,..,3.737775786,52.05823819,0,..,10.17080804,51.5597,..
2012,Benin,BEN,58.559,85.5000314,15.27631274,23.89673687,..,68.59996796,19.00469017,..,4.811223316,26.83999991,..,..,2.527057773,80.8629,346.2208221
2012,Bermuda,BMU,79.847,..,11.01442918,50.51254369,..,99.44133759,61.45985031,..,-5.305299107,23.26975937,12.34846455,..,0.74651445,142.978,..
2012,Bhutan,BTN,69.759,..,69.44872689,35.78810979,12,102.1185541,9.670181274,6.7,5.164820127,58.25691736,0.02303265,53.60291145,1.235473364,78.1969,..
2012,Bolivia,BOL,66.586,635.1390816,17.67299199,47.16619662,..,98.22053534,59.08562851,3.4,5.122275581,37.78256454,9.223496529,48.65450561,3.913550146,90.2756,703.7634018
2012,Bosnia and Herzegovina,BIH,77.037,3417.333472,22.43641159,32.35054144,..,78.54727936,..,..,-0.821836474,55.79456742,2.617832063,64.83757007,2.275398813,91.4833,1821.212221
2012,Botswana,BWA,60.384,1531.809712,35.99986178,48.11502383,..,102.6285227,14.6490202,..,-0.170857117,63.76025679,..,..,1.050401065,146.149,1197.221546
2012,British Virgin Islands,VGB,76.433,..,..,..,..,92.07459207,..,..,..,..,..,..,..,160.498,..
2012,Brunei Darussalam,BRN,74.843,9091.200497,32.88214652,70.159731,..,103.199446,69.62301636,..,0.913135324,35.48117115,13.79283557,12.02014858,4.540557538,115.826,9446.072907
2012,Bulgaria,BGR,74.31463415,4757.121927,21.88708499,60.34627469,..,99.52725983,79.61549377,6.2,0.748814897,63.62504802,8.047553928,..,3.293199049,147.338,2493.07808
2012,Burkina Faso,BFA,57.457,86.24360867,24.6529929,26.59808542,..,55.89722692,3.648659945,..,6.45267238,34.64052256,8.624837622,..,2.621459905,58.0942,249.0690451
2012,Burundi,BDI,58.501,..,16.33814469,9.69609532,..,62.63929551,8.410980225,..,4.446706331,34.00927787,..,..,0.025925039,22.3128,..
2012,Cabo Verde,CPV,73.315,..,35.20387138,37.46345323,..,95.99814299,70.48784637,..,1.083648484,53.18646333,0,76.4718095,6.691298,83.0757,..
2012,Cambodia,KHM,68.371,222.1466121,24.67123327,53.28500259,17.7,91.92609558,12.69762516,..,7.650256579,63.45523083,0.259104012,..,11.15249124,127.835,334.0259645
2012,Cameroon,CMR,58.17,240.7550887,18.00073817,23.87672384,..,76.27786258,29.65908051,..,4.625978722,26.15928888,..,..,1.748840476,62.9907,368.6746183
